COUNTYNAME,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,Hispanic or Latino (of any race),Proportion White,Proportion Black or African American,Proportion American Indian and Alaska Native,Proportion Asian,Proportion Native Hawaiian and Other Pacific Islander,Proportion Some other race,Proportion Two or more races,Proportion Hispanic or Latino (of any race),Year,Turnout,Votes,Votes_R,Votes_DFL,Turnout_R,Turnout_DFL,TotalPop,FemaleProp,Midterms
Blue Earth,60046,2166,263,1347,8,297,1397,2016,0.9163970453574264,0.033056589951773394,0.004013796471521885,0.02055735303095049,0.0001220926683352665,0.004532690311946768,0.02132043220804591,0.03076735242048715,2014,0.38554469806855485,20201,8194,10866,0.15638598366287504,0.20738224291930682,52396,0.4996755477517368,1
Brown,24587,57,56,166,15,238,208,987,0.9707821692265172,0.002250562640660165,0.002211079085560864,0.006554270146483989,0.0005922533264895171,0.00939708611363367,0.008212579460654637,0.038970268883010216,2014,0.47583831425387496,9394,4657,4270,0.23589301995745113,0.21629014284267045,19742,0.5106372201398035,1
Carlton,31710,525,1838,216,7,63,1123,590,0.8936925765176709,0.014796234710557462,0.051800913139056416,0.0060875937094865004,0.00019728312947409955,0.0017755481652668961,0.031649850628487686,0.016628149484245534,2014,0.5123597153964644,13970,4666,8633,0.17112887845668598,0.3166214332868774,27266,0.4754639477737842,1
Carver,90204,1388,135,2672,75,534,2135,3927,0.9285692226923196,0.014288214282037819,0.0013897038386708257,0.027505841903173667,0.0007720576881504586,0.005497050739631265,0.021977908856016387,0.04042494055155802,2014,0.5285307517084282,37124,21323,14424,0.3035734624145786,0.20535307517084284,70240,0.5079441913439635,1
Cass,24315,100,3174,166,13,36,829,521,0.8491949848077394,0.0034924737191352638,0.11085111584535326,0.005797506373764538,0.0004540215834875842,0.0012572905388886946,0.028952607131631336,0.018195788076694724,2014,0.549437852730747,12364,6246,5445,0.27756299160111986,0.241967737634982,22503,0.4946895969426299,1
Chippewa,11265,65,177,81,130,213,195,730,0.9289955467590302,0.005360382648853703,0.01459673428995547,0.0066798614547253846,0.010720765297707406,0.01756556160316675,0.016081147946561108,0.060201220517895435,2014,0.5057075166917941,4696,2001,2460,0.21548567736377341,0.264914925694594,9286,0.5091535645057075,1
Chisago,51690,672,218,382,4,107,968,1044,0.9564959937824984,0.012435003053237356,0.004033974204770452,0.007068707092762902,7.401787531688903e-05,0.0019799781647267816,0.017912325826687146,0.01931866545770804,2014,0.495414183189393,20364,10456,8979,0.25437294733000854,0.21844057900498723,41105,0.4823744070064469,1
Clay,56626,1271,770,644,26,263,1802,2583,0.922217517344712,0.020699651477150586,0.01254030813328556,0.010488257711475196,0.00042343897592912283,0.004283248102667666,0.029347578254779974,0.04206703364711247,2014,0.3841316535567351,18020,6908,10229,0.1472575728507173,0.21805120334249964,46911,0.5113299652533521,1
Clearwater,7564,29,805,40,11,12,303,150,0.8630762209036971,0.003308991328160657,0.09185303514376997,0.004564125969876769,0.0012551346417161114,0.0013692377909630307,0.03457325422181652,0.01711547238703788,2014,0.44412520792378646,2937,1536,1196,0.23226977166187812,0.18085588991380613,6613,0.4965976107666717,1
Cook,4527,15,429,48,20,68,108,98,0.8680728667305848,0.0028763183125599234,0.08226270373921381,0.009204218600191754,0.0038350910834132313,0.013039309683604986,0.020709491850431447,0.01879194630872483,2014,0.6686323429349059,2948,945,1852,0.21433431617146745,0.4200498979360399,4409,0.5062372420049898,1
Cottonwood,10474,72,54,333,4,428,192,786,0.9062905598338671,0.006229990481958986,0.004672492861469239,0.028813705979060314,0.00034611058233105475,0.037033832309422865,0.01661330795189063,0.06801072942805228,2014,0.49339106654512305,4330,2077,1982,0.23666818596171377,0.22584320875113947,8776,0.5127620783956244,1
Crow Wing,60995,389,747,288,0,46,856,860,0.9632665308507448,0.006143301590309692,0.01179703415928365,0.00454825413369972,0.0,0.0007264572574659276,0.013518422008496392,0.013581592204797776,2014,0.5518626511428746,27065,13715,12049,0.2796525498032339,0.2456823603776278,49043,0.5053728360826214,1
Dakota,344555,22082,1168,19126,52,11411,13008,27048,0.8375141589005402,0.05367499428782553,0.0028390722456380865,0.046489808022323664,0.00012639705203183258,0.02773686078337004,0.031618708708270736,0.06574591275686555,2014,0.4953436562983687,152975,71509,75860,0.2315510999721526,0.24563993964238762,308826,0.5146069307636015,1
Dodge,19633,67,54,181,0,158,268,988,0.9642453710525024,0.0032906045872010217,0.0026521290702814205,0.00888954373557291,0.0,0.00775993320563823,0.013162418348804087,0.04852413928588969,2014,0.5264049894922378,7765,3816,3354,0.2586943258084198,0.2273744152938784,14751,0.5032879126838858,1
Douglas,35891,212,138,79,0,139,403,532,0.9736585101188217,0.0057511800770441105,0.0037436926916607893,0.0021431284249362487,0.0,0.0037708208995713742,0.010932667787965929,0.014432206608431447,2014,0.5363254538512271,15451,7853,6879,0.27258842722760246,0.23877954805789858,28809,0.50355791592905,1
Faribault,13762,28,11,47,0,78,193,877,0.974714923153198,0.001983143282102132,0.0007790920036829804,0.003328847652100007,0.0,0.005524470571570224,0.013669523337346836,0.06211488065727035,2014,0.4971771990529958,5460,2615,2502,0.238116918594063,0.22782735385175742,10982,0.5113822618830814,1
Fillmore,20497,87,16,91,2,33,151,266,0.981798151075346,0.0041672654116970825,0.0007663936389327967,0.004358863821430282,9.579920486659959e-05,0.0015806868802988937,0.00723283996742827,0.01274129424725775,2014,0.5378855184668105,8476,3429,4366,0.21760375682193173,0.2770656174641452,15758,0.5064094428226933,1
Freeborn,29129,406,88,439,7,325,357,2880,0.9472537478455986,0.013202822672433416,0.00286169555461611,0.014275958505414459,0.00022763487366264515,0.010568761991479951,0.0116093785567949,0.09365549087834542,2014,0.5221124588387311,12526,5125,6719,0.21362177483222874,0.28006335709224295,23991,0.507481972406319,1
Goodhue,44289,562,526,245,0,58,770,1446,0.9534768568353068,0.01209903121636168,0.011324004305705059,0.005274488697524221,0.0,0.0012486544671689989,0.016576964477933262,0.031130247578040907,2014,0.4893965031020869,17354,8315,8176,0.23448956570783983,0.2305696559503666,35460,0.5065425831923294,1
Grant,5792,2,26,7,0,12,104,113,0.9745919569241124,0.00033653037186606087,0.004374894834258792,0.001177856301531213,0.0,0.0020191822311963654,0.01749957933703517,0.01901396601043244,2014,0.6264642082429501,2888,1165,1554,0.2527114967462039,0.3370932754880694,4610,0.5004338394793926,1
Hennepin,891912,150522,7999,83228,487,32774,42343,82312,0.7375653806237673,0.1244739573211827,0.006614761859476624,0.06882527816483566,0.00040272396869172597,0.027102413449492047,0.03501548461255391,0.06806779324631078,2014,0.47938447305265974,451840,158269,278240,0.16791718565326533,0.29520169923462297,942542,0.5118562355841968,1
Houston,18267,87,39,76,5,34,283,172,0.9721143100420414,0.004629876004470225,0.002075461657176308,0.004044489383215368,0.0002660848278431164,0.0018093768293331914,0.015060401255920388,0.009153318077803205,2014,0.5439885690957338,7995,3523,3697,0.2397087841055998,0.25154793495271144,14697,0.5067700891338368,1
Hubbard,19464,136,442,125,4,60,409,384,0.9430232558139536,0.0065891472868217045,0.021414728682170543,0.006056201550387597,0.0001937984496124031,0.0029069767441860465,0.019815891472868212,0.018604651162790697,2014,0.5387265456782528,8757,4462,3880,0.27450015379883114,0.23869578591202706,16255,0.4976930175330668,1
Isanti,36830,228,176,336,9,144,738,683,0.9575934063076884,0.005928082993161905,0.004576064064896909,0.008736122305712279,0.00023400327604586465,0.0037440524167338335,0.0191882686357609,0.017758248615480615,2014,0.485629989586949,13991,7269,6022,0.2523082263103089,0.20902464422075667,28810,0.4980215203054495,1
Itasca,42163,224,1594,191,5,98,1081,568,0.9296013757826967,0.0049387071170297215,0.03514419260957757,0.004211129729253021,0.00011023899814798484,0.0021606843637005033,0.02383367139959432,0.012523150189611077,2014,0.5355802095590295,19117,7447,10781,0.20863450439849834,0.3020395584692105,35694,0.500140079565193,1
Jackson,9713,23,9,223,3,93,99,333,0.9557217357079604,0.0022631112860375872,0.0008855652858407951,0.021942339860277483,0.00029518842861359833,0.009150841287021549,0.009741218144248746,0.03276591557610942,2014,0.48996235884567124,3905,1892,1741,0.23739021329987453,0.21844416562107905,7970,0.4959849435382685,1
Kanabec,15385,54,155,76,1,30,217,246,0.9665158939565272,0.003392385978137957,0.0097374041965071,0.004774469154416384,6.282196255811031e-05,0.0018846588767433095,0.013632365875109938,0.015454202789295138,2014,0.504773365423185,6292,2912,2983,0.23361411953469716,0.23931006819093462,12465,0.4932210188527878,1
Kandiyohi,37765,1566,234,308,0,2047,590,4993,0.8883792048929664,0.036838390966831336,0.005504587155963303,0.007245354034344859,0.0,0.048153375676311456,0.013879087273582686,0.11745471653728536,2014,0.5200569518385539,16802,7877,8190,0.2438095827658784,0.2534975857372787,32308,0.5038999628574966,1
Kittson,4347,28,9,17,0,2,33,86,0.9799368800721372,0.006311992786293959,0.0020288548241659157,0.003832281334535618,0.0,0.0004508566275924256,0.007439134355275024,0.0193868349864743,2014,0.5690400691842029,1974,725,1136,0.20899394638224272,0.3274718939175555,3469,0.4963966560968579,1
Koochiching,12106,119,471,57,0,3,174,25,0.9362722351121424,0.00920340293890178,0.03642691415313225,0.004408352668213457,0.0,0.0002320185614849188,0.01345707656612529,0.0019334880123743235,2014,0.5210602409638554,5406,1936,3108,0.1866024096385542,0.299566265060241,10375,0.5037108433734939,1
Lac qui Parle,6723,70,14,28,0,26,55,145,0.9720936957779064,0.010121457489878544,0.0020242914979757085,0.004048582995951417,0.0,0.003759398496240601,0.007952573742047426,0.020965876229034126,2014,0.545686203130688,2998,1236,1620,0.22497269748816892,0.29486712777575536,5494,0.5060065526028394,1
Lake,10390,96,56,0,7,45,127,149,0.9691260143643315,0.008954388583154557,0.0052233933401734925,0.0,0.0006529241675216863,0.004197369648353697,0.01184590989646488,0.013897957280104468,2014,0.6021919085927481,5165,1752,3170,0.20426722630290312,0.36959309781975047,8577,0.4921301154249738,1
Lake of the Woods,3667,4,12,45,0,0,173,48,0.9400153806716228,0.0010253781081773904,0.0030761343245321714,0.011535503716995642,0.0,0.0,0.04434760317867213,0.012304537298128686,2014,0.609602021478206,1930,969,806,0.3060644346178143,0.2545799115603285,3166,0.4857864813644978,1
Le Sueur,26471,213,95,125,2,451,293,1553,0.9573598553345388,0.007703435804701626,0.0034358047016274863,0.004520795660036167,7.233273056057866e-05,0.01631103074141049,0.010596745027124774,0.05616636528028933,2014,0.4660730441407552,9788,4568,4754,0.21751345174039333,0.22637017284891195,21001,0.4983572210847103,1
Lincoln,5652,13,39,8,0,40,41,93,0.9756602796478508,0.00224408769204212,0.006732263076126359,0.001380977041256689,0.0,0.006904885206283446,0.007077507336440531,0.01605385810460901,2014,0.5332132402612024,2368,1041,1100,0.23440666516550326,0.24769196126998425,4441,0.5046160774600316,1
Lyon,22857,763,139,902,0,770,239,1586,0.8904168289832489,0.029723412543825482,0.005414881184261785,0.035138293728087265,0.0,0.029996104402025714,0.009310479158550836,0.06178418387222439,2014,0.4345784748735941,8423,4178,3799,0.2155608296357445,0.1960066040656279,19382,0.5071716025177999,1
McLeod,34309,59,75,221,0,698,564,1982,0.954990814451929,0.0016422646551244224,0.0020876245615988427,0.0061515337081779215,0.0,0.01942882591994656,0.015698936703223292,0.055168958414518736,2014,0.45881834538978444,12495,6549,5186,0.24048029963647047,0.19043072742628428,27233,0.5066279881026695,1
Mahnomen,2615,19,2273,24,22,37,490,188,0.4771897810218978,0.0034671532846715326,0.41478102189781024,0.004379562043795621,0.0040145985401459855,0.0067518248175182476,0.08941605839416059,0.034306569343065696,2014,0.4603674540682415,1754,598,999,0.15695538057742783,0.2622047244094488,3810,0.5141732283464567,1
Marshall,9168,21,32,20,2,27,136,385,0.974697001913672,0.0022326174782054007,0.0034020837763129915,0.00212630236019562,0.00021263023601956202,0.002870508186264087,0.014458856049330213,0.04093132043376568,2014,0.5741072659589136,4164,1796,2054,0.2476216737901558,0.2831931614504343,7253,0.4893147663035985,1
Martin,19708,54,19,152,2,33,225,802,0.9759817758629228,0.0026741940276333387,0.0009409201208339524,0.007527360966671619,9.90442232456792e-05,0.0016342296835537068,0.01114247511513891,0.03971673352151736,2014,0.5007259642699324,7932,4188,3200,0.2643772489110536,0.2020074490246828,15841,0.5091218988700208,1
Meeker,22500,125,73,88,23,71,214,805,0.9742790335151988,0.005412661297306659,0.003160994197627089,0.003810513553303889,0.0009959296787044251,0.003074391616870182,0.009266476140989,0.03485753875465489,2014,0.5304692435816438,9236,4480,4128,0.2573085980127506,0.2370914938831773,17411,0.4960657055884211,1
Mille Lacs,23495,136,1322,110,0,75,650,528,0.91108267411199,0.00527377074608345,0.051264153870017065,0.004265549868155732,0.0,0.0029083294555607253,0.02520552194819296,0.02047463936714751,2014,0.4679065430244004,9032,4211,4303,0.2181526187639227,0.22291871729782936,19303,0.5055172771071854,1
Morrison,31929,196,49,167,0,130,379,491,0.9719634703196348,0.005966514459665145,0.001491628614916286,0.005083713850837139,0.0,0.003957382039573821,0.011537290715372907,0.014946727549467275,2014,0.5223577235772358,13107,6594,5676,0.26279292204686755,0.22620755619320898,25092,0.4988841064881237,1
Mower,35964,1327,43,833,45,299,737,4293,0.9163269465960048,0.033810640032613117,0.0010955972278842234,0.02122401141459437,0.0011465552384834895,0.007618222584590297,0.0187780269058296,0.10938136975132493,2014,0.40236746256576283,11931,4571,6672,0.15415486307837584,0.22501011736139215,29652,0.5033387292594091,1
Murray,8191,35,25,66,33,39,74,285,0.967860096892355,0.00413564929693962,0.0029540352120997282,0.007798652959943282,0.003899326479971641,0.004608294930875576,0.008743944227815196,0.033676001417936904,2014,0.5411942554799698,3580,1626,1606,0.24580498866213152,0.24278155706727136,6615,0.5055177626606198,1
Nicollet,31025,951,74,508,0,252,416,1384,0.9337566965629328,0.028622163366038643,0.0022271714922049,0.015289231324866068,0.0,0.007584421838319389,0.012520315415638356,0.041654126286642994,2014,0.4546642579851635,11829,4698,6514,0.18057423992005228,0.2503747549679056,26017,0.499711726947765,1
Nobles,17329,907,98,1303,10,1731,351,5661,0.7975056376271342,0.04174145151640665,0.004510101707395646,0.05996594412996456,0.00046021445993833126,0.07966312301532515,0.016153527543835432,0.2605274057710893,2014,0.3815978512086951,6109,2973,2596,0.18570803922793427,0.16215878568305328,16009,0.4822287463301893,1
Norman,6172,50,98,31,14,61,212,320,0.92979813196746,0.007532389273877674,0.014763482976800241,0.004670081349804157,0.0021090689966857487,0.009189514914130762,0.031937330521241335,0.04820729135281712,2014,0.49306930693069306,2490,855,1471,0.16930693069306932,0.29128712871287127,5050,0.502970297029703,1
Olmsted,127969,7903,418,8948,14,1495,3357,6957,0.8525355753344348,0.05265016255396258,0.0027847359164312737,0.05961200234504078,9.32686670575068e-05,0.009959761232212332,0.022364493950860737,0.04634786547993392,2014,0.4494697580466542,50733,23375,24757,0.20709115554649915,0.2193350048284355,112873,0.5163502343341632,1
Otter Tail,55163,782,206,377,7,449,710,1791,0.9561306201684749,0.013554269074773806,0.003570561930183381,0.006534474988733664,0.00012132977432661975,0.007782438381807468,0.012306305681700005,0.03104308940271085,2014,0.4945395742418537,22325,11910,9243,0.26382827902443345,0.20474935205901248,45143,0.5001661387147509,1
Pennington,13268,234,209,108,42,57,238,479,0.937270415371574,0.016530093246679853,0.01476405764340209,0.007629273806159931,0.0029669398135066397,0.004026561175473298,0.016812658943204294,0.03383724215880192,2014,0.4777839233038348,5183,2290,2515,0.21109882005899705,0.23183997050147492,10848,0.5059918879056047,1
Pine,26585,615,705,149,13,177,823,803,0.9146110709739568,0.021158014242955932,0.024254309010217773,0.005126088003577941,0.0004472425774933773,0.006089379708948292,0.02831389548284997,0.027625829979014003,2014,0.4558236417288665,10504,4531,5360,0.19662385002603713,0.23259850720361047,23044,0.4629404617253949,1
Pipestone,8609,125,124,91,0,121,215,491,0.9271943995691976,0.013462574044157244,0.013354873451803985,0.009800753904146474,0.0,0.013031771674744213,0.023155627355950455,0.05288099084544965,2014,0.5567582965389546,3909,2119,1384,0.3018088591368751,0.19712291696339554,7021,0.5204386839481555,1
Polk,29368,446,373,240,16,318,789,1880,0.9308399366085578,0.014136291600633916,0.011822503961965134,0.007606973058637084,0.0005071315372424723,0.010079239302694136,0.02500792393026941,0.0595879556259905,2014,0.4102681165435378,9885,4522,4778,0.18768158047646716,0.1983066323566033,24094,0.499626463019839,1
Pope,10679,49,47,38,0,57,105,130,0.9730296127562642,0.004464692482915718,0.0042824601366742605,0.0034624145785876995,0.0,0.0051936218678815494,0.009567198177676536,0.01184510250569476,2014,0.5798280269579363,4990,2143,2595,0.2490123169881478,0.30153381361840575,8606,0.5,1
Ramsey,363250,59572,3401,72239,174,10430,22462,38985,0.6834070829758734,0.11207688023961107,0.0063985340377176745,0.13590817416956394,0.0003273581071928478,0.01962267274724944,0.04225929772279165,0.07334514832708719,2014,0.4443892471276322,181593,56010,118768,0.1370660858712543,0.29064568624811876,408635,0.5211447869125259,1
Red Lake,3846,23,66,12,0,27,68,129,0.9515091538842158,0.005690252350321623,0.01632855022266205,0.002968827313211281,0.0,0.0066798614547253846,0.016823354774863932,0.031914893617021274,2014,0.4951843241448024,1491,605,779,0.20092992361341747,0.2587180338757888,3011,0.4931916306874792,1
Redwood,13931,102,768,490,0,140,147,451,0.8942739761201695,0.0065476954679676465,0.04930029528822698,0.031454615483373985,0.0,0.008987032995249711,0.009436384645012195,0.028951084863268712,2014,0.47528970688479893,5578,2848,2342,0.24267211997273347,0.19955691888207225,11736,0.5046864349011588,1
Renville,14000,45,204,75,0,504,167,1146,0.9336445481827276,0.003001000333444481,0.013604534844948316,0.005001667222407469,0.0,0.0336112037345782,0.011137045681893965,0.07642547515838613,2014,0.5012568258646095,5783,2556,2911,0.22154806275461558,0.25231862702609,11537,0.4892086330935252,1
Rice,57784,2718,271,1432,49,1708,1154,5059,0.8874009460040543,0.04174089317525646,0.004161803550586645,0.021991522820812088,0.0007525032250138213,0.02623011241476749,0.017722218809509183,0.07769211868050863,2014,0.42799635123344176,21583,8603,12045,0.17059966685174902,0.23885539779487586,50428,0.4888553977948759,1
Rock,9208,75,64,88,0,45,74,246,0.9637848021770986,0.007850115135021981,0.006698764915218757,0.00921080175842579,0.0,0.004710069081013188,0.007745446933221688,0.025748377642872092,2014,0.4561679040548258,3195,1793,1141,0.25599657338663623,0.16290691033695032,7004,0.5114220445459737,1
Roseau,14569,117,220,443,2,25,233,166,0.93337177269524,0.007495675571785508,0.014094432699083862,0.02838106220770068,0.00012813120635530784,0.0016016400794413481,0.014927285540393362,0.01063489012749055,2014,0.46551871110732246,5461,3043,2083,0.25939817577359137,0.17756372005796608,11731,0.4875969653056005,1
St. Louis,185370,3053,3826,2111,77,612,5304,2943,0.925216992009104,0.015238104745124856,0.019096295039255716,0.01053640324826681,0.0003843216722484814,0.003054608615793125,0.026473274670207086,0.014689073784769881,2014,0.5057221515783755,81928,26114,52347,0.16119554079579265,0.3231256404241923,162002,0.4999012357872125,1
Scott,118278,4202,979,8235,173,3209,4414,6617,0.8479317513800272,0.030124023227471507,0.007018424259803571,0.05903649007097282,0.0012402322747150332,0.02300523335006093,0.031643845436948884,0.04743709226467848,2014,0.45704259438528555,45324,24963,18597,0.25172434656340753,0.18753025169409487,99168,0.5043965795417876,1
Sherburne,85480,1901,471,1032,11,445,1848,2233,0.937404044391806,0.020847041277361058,0.005165153309646006,0.011317278589288065,0.00012062990744396192,0.004880028073869369,0.0202658244505856,0.024487871211124272,2014,0.463874757751938,30638,17390,11745,0.26329336240310075,0.17782521802325582,66048,0.4873576792635659,1
Sibley,14476,70,29,97,3,137,145,1237,0.9678411446145616,0.004680082904325734,0.0019388914889349469,0.0064852577388513745,0.00020057498161396003,0.009159590827037508,0.009694457444674736,0.08270375075215618,2014,0.5414109065029802,6086,2995,2632,0.26643537051863714,0.2341428698514367,11241,0.5019126412240904,1
Stearns,138458,6908,537,3064,22,2001,2671,4745,0.9010614274279096,0.04495610467197272,0.003494705878524805,0.01993999778733706,0.00014317230787252457,0.013022172184223713,0.017382419742159688,0.030879663675233145,2014,0.4357419387488297,51662,25329,23607,0.2136368620372635,0.19911269304408702,118561,0.4980052462445492,1
Steele,33101,1079,50,433,5,1363,510,2636,0.9058591718891108,0.02952847486385157,0.0013683259899838535,0.011849703073260174,0.00013683259899838538,0.037300566486959855,0.013956925097835308,0.07213814619194878,2014,0.4642070484581498,12645,6147,5797,0.22566079295154184,0.21281204111600588,27240,0.5062775330396476,1
Stevens,9121,82,187,164,14,38,156,447,0.9343372259782832,0.008399918049580004,0.01915591067404221,0.01679983609916001,0.0014341323499282937,0.003892644949805368,0.015980331899200985,0.04578979717271051,2014,0.5515643105446119,4284,1878,2216,0.2417921977597528,0.2853096433629458,7767,0.5098493626882966,1
Swift,9073,172,21,17,0,139,61,407,0.9567647368976062,0.01813772013076031,0.002214489085732363,0.001792681640830961,0.0,0.014657808710323737,0.006432563534746388,0.042918907518717714,2014,0.5616475354490209,4159,1591,2345,0.2148548278190412,0.31667792032410536,7405,0.4975016880486158,1
Todd,23266,69,58,116,0,345,481,1299,0.9560715019519213,0.0028354222313540173,0.002383398397370043,0.0047667967947400865,0.0,0.014177111156770084,0.019765769467844668,0.05337990548592562,2014,0.48249676863420937,8959,4398,3958,0.23685911245152952,0.21316242998707455,18568,0.4891749246014649,1
Traverse,3149,15,137,0,0,16,80,77,0.9269944068295556,0.004415660877244628,0.04032970267883427,0.0,0.0,0.004710038269060936,0.023550191345304682,0.022667059169855758,2014,0.5851103628881407,1564,572,882,0.2139917695473251,0.32996632996632996,2673,0.508791619902731,1
Wabasha,20755,46,51,88,0,62,325,613,0.9731795376752472,0.0021568903268157735,0.0023913349275566185,0.004126224973038871,0.0,0.0029071130491864767,0.01523889904815492,0.028742908050827586,2014,0.5062769010043041,8469,3836,4043,0.22931611669057866,0.2416905786704926,16728,0.5035270205643233,1
Wadena,13260,111,119,35,0,28,202,236,0.9640130861504908,0.008069792802617229,0.008651399491094147,0.002544529262086514,0.0,0.0020356234096692107,0.014685568884042169,0.017157397310069062,2014,0.5021421616358325,5157,2841,2041,0.2766309639727361,0.19873417721518988,10270,0.5039922103213242,1
Waseca,17752,509,133,93,0,225,322,1079,0.932646842492382,0.026741620258484814,0.006987496059682673,0.004885993485342019,0.0,0.011820951980666176,0.01691709572344226,0.056688031942839126,2014,0.45605569724960365,6616,3017,3205,0.20796856689873855,0.22092782794512994,14507,0.5386365203005445,1
Washington,216007,9796,944,12605,111,1910,7372,9493,0.8683873042674225,0.03938169611449476,0.003795051156807172,0.050674385414782204,0.0004462401254296568,0.007678546302438241,0.0296367766186255,0.03816358117751111,2014,0.5179052691035262,96276,45475,47350,0.2446273433927755,0.2547136824551494,185895,0.5092552247236343,1
Watonwan,9970,70,50,131,0,691,84,2489,0.9066933430338304,0.006365951255001819,0.004547108039287013,0.011913423062931977,0.0,0.06284103310294653,0.0076391415060021815,0.22635503819570754,2014,0.4491759894141706,3734,1563,1943,0.188018765788524,0.23373030193672562,8313,0.5036689522434741,1
Wilkin,6174,47,99,0,0,7,152,82,0.9529248340793331,0.0072542058959716,0.01528013582342954,0.0,0.0,0.0010804136440808766,0.02346041055718475,0.012656274116375984,2014,0.4728806749698674,2354,1147,1045,0.2304138208115709,0.2099236641221374,4978,0.4933708316593009,1
Winona,48034,755,170,1342,12,232,600,1400,0.9391729396812982,0.01476195131488904,0.003323883077524685,0.026239124059047804,0.00023462704076644835,0.004536122788151334,0.011731352038322415,0.027373154756085642,2014,0.384859180292444,16029,6690,8252,0.16062810631707844,0.19813200797137986,41649,0.5093519652332589,1
Wright,123077,1480,419,1412,9,1195,2330,3502,0.9473145425716968,0.011391450254768246,0.003225011930235064,0.010868059297116732,6.927233263034743e-05,0.009197826388140576,0.01793383722541217,0.02695463431905297,2014,0.4874897101512066,45007,25496,17326,0.2761578787747498,0.1876651791516832,92324,0.5006607166067328,1
Yellow Medicine,9288,24,331,61,0,134,200,416,0.9252839210998208,0.002390914524805738,0.032974696154612466,0.006076907750547918,0.0,0.013349272763498704,0.019924287706714484,0.04144251842996613,2014,0.523784699595986,4019,1772,2057,0.2309396585429428,0.268082888049003,7673,0.4940701159911378,1
Aitkin,14937,62,309,52,2,8,352,186,0.9500699656532248,0.0039435186363058145,0.01965398804223381,0.003307467243353263,0.00012721027859051014,0.0005088411143620406,0.02238900903192978,0.01183055590891744,2016,0.7095742249980959,9316,5516,3134,0.4201386244192246,0.2387082032142585,13129,0.4974483966791074,0
Anoka,291633,17750,2246,14142,107,5092,10279,13847,0.8546047021383213,0.05201480443898737,0.006581704268730458,0.041441879683163915,0.0003135540323927689,0.014921655448074571,0.030121699990329643,0.04057740828544552,2016,0.7101128543067223,187070,93339,75500,0.35431241625132387,0.28659603624395963,263437,0.5031145966587837,0
Becker,29299,154,2517,165,10,118,1112,587,0.87787265917603,0.004614232209737828,0.07541573033707866,0.004943820224719101,0.000299625468164794,0.0035355805243445686,0.033318352059925095,0.01758801498127341,2016,0.6815329097042442,17375,10880,5208,0.4267670824507727,0.2042833607907743,25494,0.5023927198556523,0
Beltrami,33600,416,9621,391,48,111,1457,945,0.7361318026465691,0.009114012794671807,0.2107834545613881,0.008566295679607394,0.0010516168609236698,0.0024318639908859872,0.0319209534659539,0.020703706949434755,2016,0.6326060994436515,21718,10783,8688,0.3140893070402843,0.25306574233200313,34331,0.5072966123911333,0
Benton,37032,1046,167,437,0,32,743,791,0.9385406898649162,0.026509871505689737,0.0042324555845604074,0.011075347847023341,0.0,0.0008110094533289404,0.01883062574448133,0.020047139924474745,2016,0.6848183141996004,20222,12872,5640,0.4359104609028413,0.19099867926445188,29529,0.5006942327881067,0
Big Stone,5038,9,0,0,0,4,47,64,0.9882306786975285,0.0017653981953707335,0.0,0.0,0.0,0.0007846214201647705,0.009219301686936054,0.012553942722636328,2016,0.7033022435089489,2790,1608,921,0.4053440887320393,0.23216536425510462,3967,0.5074363498865642,0
Blue Earth,60046,2166,263,1347,8,297,1397,2016,0.9163970453574264,0.033056589951773394,0.004013796471521885,0.02055735303095049,0.0001220926683352665,0.004532690311946768,0.02132043220804591,0.03076735242048715,2016,0.6362250945419653,33816,15667,14428,0.29476397433726553,0.27145303004647137,53151,0.4997648209817313,0
Brown,24587,57,56,166,15,238,208,987,0.9707821692265172,0.002250562640660165,0.002211079085560864,0.006554270146483989,0.0005922533264895171,0.00939708611363367,0.008212579460654637,0.038970268883010216,2016,0.7078229044883851,13925,8708,3763,0.442637116860672,0.19127738524881818,19673,0.5121740456463173,0
Carlton,31710,525,1838,216,7,63,1123,590,0.8936925765176709,0.014796234710557462,0.051800913139056416,0.0060875937094865004,0.00019728312947409955,0.0017755481652668961,0.031649850628487686,0.016628149484245534,2016,0.6688994866940915,18374,8160,8460,0.29706214277913284,0.30798354508718917,27469,0.47519021442353204,0
Carver,90204,1388,135,2672,75,534,2135,3927,0.9285692226923196,0.014288214282037819,0.0013897038386708257,0.027505841903173667,0.0007720576881504586,0.005497050739631265,0.021977908856016387,0.04042494055155802,2016,0.7698930627913353,56156,29056,21508,0.3983548121743899,0.2948724979435152,72940,0.5086509459829998,0
Cass,24315,100,3174,166,13,36,829,521,0.8491949848077394,0.0034924737191352638,0.11085111584535326,0.005797506373764538,0.0004540215834875842,0.0012572905388886946,0.028952607131631336,0.018195788076694724,2016,0.7073298887818548,16154,9982,4949,0.437078553288379,0.21670023644802522,22838,0.4932568526140642,0
Chippewa,11265,65,177,81,130,213,195,730,0.9289955467590302,0.005360382648853703,0.01459673428995547,0.0066798614547253846,0.010720765297707406,0.01756556160316675,0.016081147946561108,0.060201220517895435,2016,0.680160190496807,6284,3764,1978,0.40740339863621605,0.21409243424613053,9239,0.5064400909189306,0
